,Datum,Filiale,y_true,y_pred,rmspe
813386,2015-06-29,2,7961,7216.950041254342,0.09346187146660695
813947,2015-06-30,2,9863,6356.646344801877,0.35550579491008044
814838,2015-07-01,2,6431,5498.148655011726,0.14505541050976115
816813,2015-07-02,2,6189,4636.022575823823,0.2509254199670669
817740,2015-07-03,2,4838,3768.0731838778593,0.22115064409304272
818832,2015-07-04,2,4475,2902.4722720140126,0.35140284424267876
819632,2015-07-06,2,4132,7107.652179102646,0.7201481556395561
820798,2015-07-07,2,4313,6245.039740535023,0.44795727812080294
822398,2015-07-08,2,5676,5367.122911183338,0.05441809175769236
822995,2015-07-09,2,4082,4508.260713615047,0.10442447663278963
824833,2015-07-10,2,4384,3635.7674664146034,0.17067347937623098
825233,2015-07-11,2,2677,2766.7964332404663,0.03354368070245285
826141,2015-07-13,2,6874,6981.991419909988,0.015710128005526274
827306,2015-07-14,2,6122,6115.258811832231,0.001101141484444462
828379,2015-07-15,2,6406,5249.536943585379,0.180528107464037
829775,2015-07-16,2,5062,4383.838013694622,0.1339711549398219
831216,2015-07-17,2,4518,3518.1551698317053,0.22130252991772792
832067,2015-07-18,2,3417,2652.6398730020737,0.22369333538130706
832762,2015-07-20,2,4435,6861.898338969913,0.5472149580540955
834844,2015-07-21,2,3836,5996.249025593686,0.563151466525987
836047,2015-07-22,2,5093,5130.538540696725,0.0073706147058168565
836554,2015-07-23,2,4108,4264.914037816809,0.03819718544712964
837974,2015-07-24,2,3854,3399.314524618734,0.11797754939835647
838695,2015-07-25,2,2512,2533.7192559348186,0.008646200610994685
840282,2015-07-27,2,6627,6742.994109185471,0.017503260779458386
841199,2015-07-28,2,5671,5877.423129775503,0.03639977601401925
842085,2015-07-29,2,6402,5011.629950152943,0.21717745233474806
842800,2015-07-30,2,5567,4145.947513852501,0.25526360448131824
843899,2015-07-31,2,6064,3280.2544948017458,0.4590609342345406
799717,2015-06-15,3,10818,7443.278516049322,0.311954287664141
800383,2015-06-16,3,9780,6585.789544802916,0.3266063860119718
801800,2015-06-17,3,8524,5725.555401206773,0.32830180652196467
803405,2015-06-18,3,7537,4836.728401497647,0.35826875394750607
803989,2015-06-19,3,8074,3984.2642884717206,0.5065315471300816
805596,2015-06-20,3,3891,3118.307976219279,0.19858443170925746
806730,2015-06-22,3,5840,7337.77777290938,0.25646879673105816
807752,2015-06-23,3,6757,6467.587408072548,0.042831521670482764
808444,2015-06-24,3,5448,5593.1324115995085,0.026639576284784965
809567,2015-06-25,3,5763,4717.953064613859,0.1813373130984107
810927,2015-06-26,3,6222,3862.6923683683854,0.3791879832259104
812473,2015-06-27,3,5156,2983.3679183478816,0.4213793796842743
812641,2015-06-29,3,10243,7216.950041254342,0.29542614065661016
814394,2015-06-30,3,13261,6356.646344801877,0.5206510561193065
815433,2015-07-01,3,8311,5498.148655011726,0.338449205268713
816225,2015-07-02,3,7450,4636.022575823823,0.3777150904934466
817870,2015-07-03,3,8149,3768.0731838778593,0.5376029962108407
818784,2015-07-04,3,4482,2902.4722720140126,0.3524158250749637
819522,2015-07-06,3,6736,7107.652179102646,0.055174017087685004
821132,2015-07-07,3,6180,6245.039740535023,0.01052422986003611
821932,2015-07-08,3,6347,5367.122911183338,0.15438429002940945
823417,2015-07-09,3,6613,4508.260713615047,0.31827299053152164
823939,2015-07-10,3,6316,3635.7674664146034,0.4243560059508228
825584,2015-07-11,3,4011,2766.7964332404663,0.3101978476089588
826333,2015-07-13,3,9462,6981.991419909988,0.26210194251638264
827607,2015-07-14,3,8625,6115.258811832231,0.2909844855846689
828461,2015-07-15,3,8663,5249.536943585379,0.3940278259742146
830424,2015-07-16,3,7909,4383.838013694622,0.4457152593634313
830511,2015-07-17,3,6679,3518.1551698317053,0.473251209787138
832091,2015-07-18,3,4258,2652.6398730020737,0.37702210591778446
833196,2015-07-20,3,5798,6861.898338969913,0.18349402189891573
833864,2015-07-21,3,5600,5996.249025593686,0.07075875457030115
835642,2015-07-22,3,5414,5130.538540696725,0.05235712214689227
836853,2015-07-23,3,5702,4264.914037816809,0.25203191199284314
837530,2015-07-24,3,5080,3399.314524618734,0.33084359751599723
839366,2015-07-25,3,3878,2533.7192559348186,0.3466427911462561
840153,2015-07-27,3,8107,6742.994109185471,0.16825038742007267
841189,2015-07-28,3,8864,5877.423129775503,0.3369333111715362
842690,2015-07-29,3,7610,5011.629950152943,0.34144153086032286
842795,2015-07-30,3,8977,4145.947513852501,0.5381589045502394
844778,2015-07-31,3,8314,3280.2544948017458,0.6054541141686618
799612,2015-06-15,4,12398,7554.272449794575,0.39068620343647564
800820,2015-06-16,4,10671,7493.351629401033,0.2977835601723331
801937,2015-06-17,4,9685,7415.5719752636505,0.23432400874923587
802765,2015-06-18,4,8880,7354.673445483204,0.1717710083915311
803949,2015-06-19,4,9686,7289.006600153691,0.24746989467750458
804987,2015-06-20,4,9374,7188.145958012203,0.233182637293343
806063,2015-06-22,4,9118,7628.4977242851455,0.1633584421709645
807277,2015-06-23,4,7635,7546.362054023601,0.011609423179620085
808345,2015-06-24,4,8048,7468.951441918209,0.07194937351910925
809998,2015-06-25,4,7111,7359.894064876426,0.03500127476816559
811169,2015-06-26,4,7684,7336.197448032937,0.04526321602902951
811738,2015-06-27,4,8989,7272.662755348603,0.190937506357926
813185,2015-06-29,4,11692,7697.883962148597,0.34161101931674676
814683,2015-06-30,4,13106,7593.010565654433,0.4206462257245206
815832,2015-07-01,4,11216,7494.680948614958,0.3317866486612912
816343,2015-07-02,4,10323,7460.698910572508,0.2772741537757912
817266,2015-07-03,4,11543,7386.523581294925,0.3600863223343217
818199,2015-07-04,4,9358,7255.417691590963,0.22468287117001892
820190,2015-07-06,4,9967,7685.600933823793,0.22889526097885093
821447,2015-07-07,4,8127,7637.713741423911,0.060205027510285294
822284,2015-07-08,4,8620,7577.336147506197,0.12095868358396782
822731,2015-07-09,4,9093,7538.2889820665005,0.17097888682871434
824109,2015-07-10,4,9177,7482.30994186076,0.184667108874277
824918,2015-07-11,4,10996,7429.4540003435395,0.3243493997504966
826381,2015-07-13,4,13550,7944.393814733572,0.4136978734513969
827983,2015-07-14,4,12315,7845.725643137994,0.3629130618645559
828937,2015-07-15,4,11126,7728.08225339101,0.3054033566968353
830158,2015-07-16,4,11432,7666.696521549515,0.32936524479098017
830838,2015-07-17,4,10514,7523.394075390068,0.28444035805687007
831849,2015-07-18,4,9703,7460.235300053464,0.23114136864336143
833720,2015-07-20,4,10283,7824.048769667861,0.2391278061200174
834712,2015-07-21,4,9176,7807.256799053459,0.14916556243968407
835089,2015-07-22,4,8503,7771.76109489915,0.08599775433386457
836263,2015-07-23,4,7286,7703.800938828441,0.05734297815377997
837926,2015-07-24,4,8322,7591.061755412142,0.08783204092620261
839157,2015-07-25,4,9322,7562.384009608213,0.1887594926401831
839477,2015-07-27,4,11812,8004.399752978206,0.3223501733001857
841032,2015-07-28,4,10275,7874.401033294707,0.23363493593238857
842657,2015-07-29,4,10514,7895.295927036757,0.24906829683880946
842792,2015-07-30,4,10387,7836.593042282329,0.2455383611935757
844825,2015-07-31,4,13995,7807.265155467961,0.4421389670976805
799310,2015-06-15,5,7808,7443.278516049322,0.04671125562892902
800547,2015-06-16,5,6354,6585.789544802916,0.03647931142633235
802354,2015-06-17,5,5632,5725.555401206773,0.01661139936199809
803277,2015-06-18,5,4924,4836.728401497647,0.01772372024824397
803802,2015-06-19,5,5711,3984.2642884717206,0.30235260226375055
804845,2015-06-20,5,2088,3118.307976219279,0.4934425173463981
806385,2015-06-22,5,3827,7337.77777290938,0.917370727177784
807665,2015-06-23,5,3697,6467.587408072548,0.7494150414045302
808388,2015-06-24,5,4134,5593.1324115995085,0.35295897716485447
809590,2015-06-25,5,3325,4717.953064613859,0.4189332525154464
810488,2015-06-26,5,3799,3862.6923683683854,0.016765561560512073
812128,2015-06-27,5,1876,2983.3679183478816,0.5902814063688069
812715,2015-06-29,5,7623,7216.950041254342,0.053266425127332796
814715,2015-06-30,5,6635,6356.646344801877,0.041952321808307956
815811,2015-07-01,5,6253,5498.148655011726,0.12071827042831823
816155,2015-07-02,5,6035,4636.022575823823,0.23181067509133008
817094,2015-07-03,5,4475,3768.0731838778593,0.15797247287645602
819123,2015-07-04,5,2240,2902.4722720140126,0.2957465500062556
820340,2015-07-06,5,4328,7107.652179102646,0.6422486550606854
820579,2015-07-07,5,4036,6245.039740535023,0.547333929765863
822569,2015-07-08,5,4990,5367.122911183338,0.07557573370407578
823404,2015-07-09,5,4601,4508.260713615047,0.020156332620072315
824128,2015-07-10,5,4252,3635.7674664146034,0.14492768898998037
825547,2015-07-11,5,2023,2766.7964332404663,0.3676700114881198
827099,2015-07-13,5,7425,6981.991419909988,0.0596644552309781
827158,2015-07-14,5,6144,6115.258811832231,0.0046779277616811514
829292,2015-07-15,5,6323,5249.536943585379,0.16977116185586288
830149,2015-07-16,5,4963,4383.838013694622,0.11669594727088019
831107,2015-07-17,5,4355,3518.1551698317053,0.19215725147377605
831598,2015-07-18,5,2108,2652.6398730020737,0.2583680611964297
833455,2015-07-20,5,4183,6861.898338969913,0.6404251348242681
834552,2015-07-21,5,3497,5996.249025593686,0.7146837362292497
835411,2015-07-22,5,3595,5130.538540696725,0.42713172202968713
836682,2015-07-23,5,3713,4264.914037816809,0.14864369453724982
837435,2015-07-24,5,3815,3399.314524618734,0.10896080612877218
839283,2015-07-25,5,2030,2533.7192559348186,0.24813756449991067
839806,2015-07-27,5,7059,6742.994109185471,0.044766382039174
841293,2015-07-28,5,6083,5877.423129775503,0.03379530991689903
842196,2015-07-29,5,5899,5011.629950152943,0.15042719949941635
842796,2015-07-30,5,4943,4145.947513852501,0.16124873278322854
844294,2015-07-31,5,4822,3280.2544948017458,0.31973154400627424
799301,2015-06-15,6,7147,7443.278516049322,0.04145494837684654
800484,2015-06-16,6,5804,6585.789544802916,0.13469840537610542
801824,2015-06-17,6,5135,5725.555401206773,0.11500592039080297
803302,2015-06-18,6,4405,4836.728401497647,0.09800871770661673
804659,2015-06-19,6,5464,3984.2642884717206,0.2708154669707685
805707,2015-06-20,6,2793,3118.307976219279,0.11647260158226969
806453,2015-06-22,6,3641,7337.77777290938,1.0153193553719801
807191,2015-06-23,6,3829,6467.587408072548,0.6891061394809475
809193,2015-06-24,6,3970,5593.1324115995085,0.40884947395453614
809805,2015-06-25,6,3861,4717.953064613859,0.22195106568605522
810740,2015-06-26,6,4215,3862.6923683683854,0.08358425424237595
812027,2015-06-27,6,3078,2983.3679183478816,0.03074466590387211
813267,2015-06-29,6,6995,7216.950041254342,0.031729812902693645
813932,2015-06-30,6,7427,6356.646344801877,0.14411655516333963
815286,2015-07-01,6,5804,5498.148655011726,0.05269664799935801
817027,2015-07-02,6,5335,4636.022575823823,0.13101732411924594
817214,2015-07-03,6,4594,3768.0731838778593,0.17978380847238587
818900,2015-07-04,6,2979,2902.4722720140126,0.025689066124869903
820012,2015-07-06,6,4508,7107.652179102646,0.5766752837406047
820524,2015-07-07,6,4021,6245.039740535023,0.5531061279619556
822507,2015-07-08,6,4072,5367.122911183338,0.3180557247503286
822666,2015-07-09,6,4095,4508.260713615047,0.10091836718316173
823802,2015-07-10,6,4530,3635.7674664146034,0.19740232529478954
825425,2015-07-11,6,3134,2766.7964332404663,0.11716769839168274
826561,2015-07-13,6,6827,6981.991419909988,0.022702712744981337
827518,2015-07-14,6,5758,6115.258811832231,0.06204564290243678
828797,2015-07-15,6,4582,5249.536943585379,0.14568680567118705
829955,2015-07-16,6,5115,4383.838013694622,0.14294466985442392
830538,2015-07-17,6,4422,3518.1551698317053,0.20439729311811278
832111,2015-07-18,6,2915,2652.6398730020737,0.09000347409877402
833259,2015-07-20,6,4301,6861.898338969913,0.5954192836479687
834287,2015-07-21,6,3720,5996.249025593686,0.6118948993531415
835963,2015-07-22,6,3469,5130.538540696725,0.47896758163641545
836076,2015-07-23,6,3482,4264.914037816809,0.22484607634026668
837204,2015-07-24,6,3804,3399.314524618734,0.10638419436941794
839160,2015-07-25,6,2892,2533.7192559348186,0.12388684096306408
840451,2015-07-27,6,5723,6742.994109185471,0.17822717266913696
840677,2015-07-28,6,4839,5877.423129775503,0.2145945711460019
842271,2015-07-29,6,5275,5011.629950152943,0.049927971534987126
842784,2015-07-30,6,4790,4145.947513852501,0.13445772153392457
844619,2015-07-31,6,5651,3280.2544948017458,0.41952672185423007
799416,2015-06-15,7,13175,7443.278516049322,0.4350452739241501
801072,2015-06-16,7,11151,6585.789544802916,0.4093991978474652
802328,2015-06-17,7,9041,5725.555401206773,0.3667121556015072
802625,2015-06-18,7,8955,4836.728401497647,0.4598851589617368
804696,2015-06-19,7,9677,3984.2642884717206,0.5882748487680355
805050,2015-06-20,7,5572,3118.307976219279,0.44036109543803315
805952,2015-06-22,7,7917,7337.77777290938,0.07316183239745111
807991,2015-06-23,7,7861,6467.587408072548,0.17725640401061596
809080,2015-06-24,7,6913,5593.1324115995085,0.19092544313619145
810054,2015-06-25,7,6875,4717.953064613859,0.3137522815107114
810351,2015-06-26,7,7352,3862.6923683683854,0.4746065875451054
812465,2015-06-27,7,6519,2983.3679183478816,0.5423580428980086
813626,2015-06-29,7,13689,7216.950041254342,0.4727920197783372
814738,2015-06-30,7,14838,6356.646344801877,0.5715968226983504
815140,2015-07-01,7,11024,5498.148655011726,0.5012564717877607
816860,2015-07-02,7,10996,4636.022575823823,0.5783900895031081
817598,2015-07-03,7,11976,3768.0731838778593,0.6853646306047212
818869,2015-07-04,7,6559,2902.4722720140126,0.5574825015987174
819645,2015-07-06,7,10790,7107.652179102646,0.3412741261257974
820855,2015-07-07,7,9207,6245.039740535023,0.32170742472737884
822355,2015-07-08,7,9204,5367.122911183338,0.41687060938903325
822999,2015-07-09,7,9608,4508.260713615047,0.5307805252274097
824787,2015-07-10,7,9499,3635.7674664146034,0.6172473453611323
825151,2015-07-11,7,6425,2766.7964332404663,0.5693702049431181
826379,2015-07-13,7,13250,6981.991419909988,0.4730572513275481
827141,2015-07-14,7,12294,6115.258811832231,0.5025818438399031
829015,2015-07-15,7,10095,5249.536943585379,0.4799864345135831
829762,2015-07-16,7,10774,4383.838013694622,0.593109521654481
830665,2015-07-17,7,10339,3518.1551698317053,0.6597199758359894
832087,2015-07-18,7,6861,2652.6398730020737,0.6133741622209483
832917,2015-07-20,7,10159,6861.898338969913,0.32454982390295173
834678,2015-07-21,7,9169,5996.249025593686,0.3460302077005468
835152,2015-07-22,7,8214,5130.538540696725,0.37539097386209824
837110,2015-07-23,7,9550,4264.914037816809,0.5534121426369834
837564,2015-07-24,7,9203,3399.314524618734,0.6306297376269984
838300,2015-07-25,7,6574,2533.7192559348186,0.614584840898263
839531,2015-07-27,7,14869,6742.994109185471,0.546506549923635
840792,2015-07-28,7,12342,5877.423129775503,0.523786814959042
841967,2015-07-29,7,12074,5011.629950152943,0.5849238073419792
843626,2015-07-30,7,11560,4145.947513852501,0.6413540212930362
844516,2015-07-31,7,15344,3280.2544948017458,0.7862190761990521
799388,2015-06-15,8,9937,7443.278516049322,0.25095315326060963
800997,2015-06-16,8,8386,6585.789544802916,0.21466854939149585
802395,2015-06-17,8,7751,5725.555401206773,0.26131397223496666
802672,2015-06-18,8,7302,4836.728401497647,0.33761594063302564
804489,2015-06-19,8,6773,3984.2642884717206,0.4117430550019606
805012,2015-06-20,8,3611,3118.307976219279,0.13644198941587393
806158,2015-06-22,8,4796,7337.77777290938,0.5299786849268932
807333,2015-06-23,8,5501,6467.587408072548,0.17571121760998873
809178,2015-06-24,8,5005,5593.1324115995085,0.11750897334655515
809851,2015-06-25,8,5956,4717.953064613859,0.20786550291909686
810725,2015-06-26,8,5016,3862.6923683683854,0.22992576388190084
812098,2015-06-27,8,3611,2983.3679183478816,0.173811155262287
813306,2015-06-29,8,10444,7216.950041254342,0.30898601673167925
814751,2015-06-30,8,9836,6356.646344801877,0.353736646522786
815198,2015-07-01,8,8523,5498.148655011726,0.3549045342001964
816010,2015-07-02,8,8658,4636.022575823823,0.46453885703120545
817126,2015-07-03,8,6535,3768.0731838778593,0.42340119604011334
818948,2015-07-04,8,3418,2902.4722720140126,0.15082730485254167
820108,2015-07-06,8,6740,7107.652179102646,0.05454780105380507
821222,2015-07-07,8,5365,6245.039740535023,0.16403350242964085
822162,2015-07-08,8,5322,5367.122911183338,0.008478562792810625
823095,2015-07-09,8,5602,4508.260713615047,0.19524085797660706
824186,2015-07-10,8,6067,3635.7674664146034,0.4007305972614796
825694,2015-07-11,8,3707,2766.7964332404663,0.25362923300769724
826665,2015-07-13,8,9117,6981.991419909988,0.23417885050894072
827476,2015-07-14,8,8845,6115.258811832231,0.3086196934050615
828764,2015-07-15,8,7932,5249.536943585379,0.3381824327300329
830403,2015-07-16,8,8808,4383.838013694622,0.5022890538493845
831532,2015-07-17,8,6728,3518.1551698317053,0.4770875193472495
832337,2015-07-18,8,3813,2652.6398730020737,0.304316844216608
832788,2015-07-20,8,5956,6861.898338969913,0.1520984450923293
834629,2015-07-21,8,5168,5996.249025593686,0.16026490433314364
835217,2015-07-22,8,4996,5130.538540696725,0.02692925154057751
837084,2015-07-23,8,6109,4264.914037816809,0.30186380130679186
838186,2015-07-24,8,4917,3399.314524618734,0.30866086544260035
838771,2015-07-25,8,3288,2533.7192559348186,0.22940411924123522
839659,2015-07-27,8,8739,6742.994109185471,0.22840209301001593
841108,2015-07-28,8,6717,5877.423129775503,0.1249928346322014
841817,2015-07-29,8,7029,5011.629950152943,0.2870066936757799
843624,2015-07-30,8,8420,4145.947513852501,0.507607183627969
844515,2015-07-31,8,8492,3280.2544948017458,0.6137241527553291
799475,2015-06-15,9,11530,7443.278516049322,0.35444245307464683
801139,2015-06-16,9,9078,6585.789544802916,0.27453298691309586
802411,2015-06-17,9,8045,5725.555401206773,0.28830883763744275
802891,2015-06-18,9,8098,4836.728401497647,0.40272556168218737
804531,2015-06-19,9,7849,3984.2642884717206,0.49238574487556114
805089,2015-06-20,9,6179,3118.307976219279,0.4953377607672311
806095,2015-06-22,9,6121,7337.77777290938,0.19878741593030216
807619,2015-06-23,9,5714,6467.587408072548,0.1318843906322275
809166,2015-06-24,9,6888,5593.1324115995085,0.1879889065622084
809249,2015-06-25,9,6674,4717.953064613859,0.2930846471960055
810890,2015-06-26,9,6549,3862.6923683683854,0.4101859263447266
812450,2015-06-27,9,7069,2983.3679183478816,0.5779646458695881
813072,2015-06-29,9,13457,7216.950041254342,0.4637029024853725
814575,2015-06-30,9,10447,6356.646344801877,0.39153380446043107
815094,2015-07-01,9,8490,5498.148655011726,0.3523970959939074
815947,2015-07-02,9,8395,4636.022575823823,0.44776383849626883
818057,2015-07-03,9,8363,3768.0731838778593,0.5494352285211217
818426,2015-07-04,9,6223,2902.4722720140126,0.5335895433048349
819924,2015-07-06,9,7758,7107.652179102646,0.0838293143719198
820445,2015-07-07,9,6940,6245.039740535023,0.10013836591714363
822543,2015-07-08,9,5621,5367.122911183338,0.04516582259680873
822908,2015-07-09,9,6285,4508.260713615047,0.2826951927422359
824438,2015-07-10,9,6007,3635.7674664146034,0.3947448865632423
825949,2015-07-11,9,5076,2766.7964332404663,0.4549258405751642
826589,2015-07-13,9,10399,6981.991419909988,0.32859011251947423
828126,2015-07-14,9,7841,6115.258811832231,0.2200919765550018
828522,2015-07-15,9,7013,5249.536943585379,0.2514563034955969
830373,2015-07-16,9,8113,4383.838013694622,0.4596526545427559
831381,2015-07-17,9,6845,3518.1551698317053,0.4860255412955872
831628,2015-07-18,9,5987,2652.6398730020737,0.5569333768160892
832753,2015-07-20,9,7152,6861.898338969913,0.04056231278384881
834742,2015-07-21,9,5873,5996.249025593686,0.020985701616496915
834994,2015-07-22,9,5649,5130.538540696725,0.0917793342721322
836312,2015-07-23,9,6471,4264.914037816809,0.34091886295521423
837837,2015-07-24,9,5464,3399.314524618734,0.37787069461589784
839061,2015-07-25,9,5330,2533.7192559348186,0.5246305335957189
839803,2015-07-27,9,10649,6742.994109185471,0.3667955574058155
840577,2015-07-28,9,8751,5877.423129775503,0.3283712570248539
842673,2015-07-29,9,7776,5011.629950152943,0.35550026361201864
843617,2015-07-30,9,7539,4145.947513852501,0.45006665156486253
844510,2015-07-31,9,8565,3280.2544948017458,0.617016404576562
799211,2015-06-15,10,7902,7443.278516049322,0.05805131409145505
801079,2015-06-16,10,6681,6585.789544802916,0.014250928782679874
802462,2015-06-17,10,6338,5725.555401206773,0.09663057727883036
802847,2015-06-18,10,5829,4836.728401497647,0.17023015929016183
804438,2015-06-19,10,6191,3984.2642884717206,0.35644253134037784
805070,2015-06-20,10,4736,3118.307976219279,0.3415734847509968
806076,2015-06-22,10,4264,7337.77777290938,0.7208672075303423
807511,2015-06-23,10,5244,6467.587408072548,0.2333309321267254
808678,2015-06-24,10,4896,5593.1324115995085,0.1423881559639519
809533,2015-06-25,10,5018,4717.953064613859,0.05979412821565182
810585,2015-06-26,10,4771,3862.6923683683854,0.19038097498042647
812195,2015-06-27,10,4595,2983.3679183478816,0.350736035180004
813056,2015-06-29,10,8057,7216.950041254342,0.10426336834375796
814517,2015-06-30,10,8565,6356.646344801877,0.2578346357499268
815644,2015-07-01,10,7896,5498.148655011726,0.3036792483521117
816737,2015-07-02,10,6317,4636.022575823823,0.2661037556080698
817542,2015-07-03,10,5915,3768.0731838778593,0.3629631134610551
818243,2015-07-04,10,5120,2902.4722720140126,0.4331108843722632
820000,2015-07-06,10,6143,7107.652179102646,0.15703274932486508
821126,2015-07-07,10,5476,6245.039740535023,0.14043822873174272
821793,2015-07-08,10,4865,5367.122911183338,0.10321128698526992
823093,2015-07-09,10,4871,4508.260713615047,0.07446916164749594
824364,2015-07-10,10,5747,3635.7674664146034,0.367362542819801
825923,2015-07-11,10,4636,2766.7964332404663,0.40319317660904525
827015,2015-07-13,10,6757,6981.991419909988,0.033297531435546486
827248,2015-07-14,10,7491,6115.258811832231,0.18365254147213575
828931,2015-07-15,10,6423,5249.536943585379,0.18269703509491217
829451,2015-07-16,10,6275,4383.838013694622,0.3013803962239647
830923,2015-07-17,10,5356,3518.1551698317053,0.3431375709798907
832558,2015-07-18,10,5761,2652.6398730020737,0.5395521831275693
832846,2015-07-20,10,6111,6861.898338969913,0.12287650776794523
834476,2015-07-21,10,6479,5996.249025593686,0.0745101056345599
835592,2015-07-22,10,5561,5130.538540696725,0.07740720361504672
836348,2015-07-23,10,6401,4264.914037816809,0.33371128920218585
838007,2015-07-24,10,6152,3399.314524618734,0.44744562343648664
838914,2015-07-25,10,4713,2533.7192559348186,0.4623977814693786
839679,2015-07-27,10,7212,6742.994109185471,0.065031321521704
840668,2015-07-28,10,6140,5877.423129775503,0.04276496257727961
842407,2015-07-29,10,5524,5011.629950152943,0.09275344856029274
843651,2015-07-30,10,6186,4145.947513852501,0.32978540028249254
844508,2015-07-31,10,7185,3280.2544948017458,0.5434579687123527
799286,2015-06-15,11,9241,7443.278516049322,0.19453754831194436
801102,2015-06-16,11,8810,6585.789544802916,0.25246429684416394
802031,2015-06-17,11,8557,5725.555401206773,0.3308922050710794
802818,2015-06-18,11,6637,4836.728401497647,0.27124779245176334
804431,2015-06-19,11,6592,3984.2642884717206,0.3955909756565958
805010,2015-06-20,11,5293,3118.307976219279,0.4108618975591764
806014,2015-06-22,11,6155,7337.77777290938,0.1921653570933192
807630,2015-06-23,11,6003,6467.587408072548,0.07739253840955322
808720,2015-06-24,11,5702,5593.1324115995085,0.01909287765704867
809271,2015-06-25,11,6012,4717.953064613859,0.21524400122856635
810908,2015-06-26,11,6102,3862.6923683683854,0.36697929066398144
811471,2015-06-27,11,6001,2983.3679183478816,0.5028548711301647
813326,2015-06-29,11,11296,7216.950041254342,0.36110569748102495
814563,2015-06-30,11,11706,6356.646344801877,0.45697536777704795
815646,2015-07-01,11,9599,5498.148655011726,0.42721651682344763
816037,2015-07-02,11,7961,4636.022575823823,0.4176582620495135
817896,2015-07-03,11,7689,3768.0731838778593,0.5099397601927612
818452,2015-07-04,11,5372,2902.4722720140126,0.459703597912507
819496,2015-07-06,11,7135,7107.652179102646,0.003832911127870191
821172,2015-07-07,11,6620,6245.039740535023,0.056640522577791064
822191,2015-07-08,11,6907,5367.122911183338,0.22294441708652987
823577,2015-07-09,11,6595,4508.260713615047,0.3164123254563992
824690,2015-07-10,11,6979,3635.7674664146034,0.4790417729739786
